what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846659475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846662651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846689716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846702779
error,log,,,"Internal Error",1372846711443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846713999
error,log,,,"Internal Error",1372846723742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846739533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846740728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846741095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846776246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846786774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846786902
error,log,,,"Internal Error",1372846808536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846810444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846811504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846811732
error,log,,,"Internal Error",1372846819945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846826326
error,log,,,"Internal Error",1372846826467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846855953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846856617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846856765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846861722
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846867651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846871561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372846958087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372846961010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846975411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846975486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846976472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372846976643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372847033111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847096518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847109196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372847128618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847130641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847199014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847199110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847200084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847200231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372847207480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847209737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847213787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847216840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372847295721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847297388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372847361844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847389161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847390604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1372847405142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847408262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1372847420400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847422848
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1372847426671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847479181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847486009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847490346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847493675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847496157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847498432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372847506545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847509072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1372847517221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847518199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1372847537464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1372847539706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1372847560063
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1372847571214
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1372847571778
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1372847571780
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1372847571781
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1372847571782
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1372847571783
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1372847571783
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1372847571783
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1372847571784
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1372847571784
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1372847571793
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1372852948218
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1372852948219
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1372852948262
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1372852948349
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1372852948486
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1372852948573
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1372852948619
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1372852948753
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1372852948796
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1372852948842
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1372852948933
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1372852948977
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1372852949034
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1372852949168
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1372852949213
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1372852949311
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1372852949355
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1372852949446
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1372852949556
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1372852949643
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1372852949646
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1372852949648
